Invoice No,Distributor Code,Customer Code,Route Code,Product Index,Product Code,,Product Description,UOM Code,Selling Type,Default UOM,Product Quantity,MRP,Product List Price,UOM List Price,Gross Amount,Product Discount,Promo Discount,SLS Discount,Customer Group Discount,Discount Amount,Amount After SKU Disc,Customer Discount,Total Tax Amount,Total Net Amount,SO Number,Document Type,Invoice Status,Invoice Date,GST Code,GST Rate,Backend Customer Ref No,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Smallest UOM Quantity,Picklist Indicator,Outlet Type,Segmentation,Outlet Program,Route Plan Code & Name,VAT,Add VAT,HSN Code,Route Segmentation,Route Mobile Number
IN001152,7880336,CT0010054571,SHA1006,2,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1006000223,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001212,7880336,CT0010044714,SHA1004,1,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000199,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001217,7880336,CT0010054630,SHA1003,7,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1003000208,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001229,7880336,CT0010054608,SHA1004,3,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000214,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001238,7880336,CT0010043431,SHA1005,2,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1005000163,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001247,7880336,CT0010043426,SHA1005,1,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1005000172,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001352,7880336,CT0010044949,SHA1004,1,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000230,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001356,7880336,CT0010044870,SHA1004,3,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000232,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001364,7880336,CT0010054682,SHA1004,5,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000240,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001375,7880336,CT0010054683,SHA1005,2,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1005000194,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001438,7880336,CT0010042488,SHA1003,4,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1003000234,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001449,7880336,CT0010054153,SHA1004,2,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000244,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN001450,7880336,CT0010046293,SHA1004,1,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000246,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001451,7880336,CT0010046280,SHA1004,1,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000247,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001462,7880336,CT0010046320,SHA1004,3,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000259,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001463,7880336,CT0010046319,SHA1004,2,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1004000260,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001471,7880336,CT0010046724,SHA1005,1,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1005000200,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001474,7880336,CT0010054702,SHA1005,2,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1005000206,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001481,7880336,CT0010054706,SHA1005,3,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,6,0,1552,43.11,258.66,93.12,15.52,0,0,15.52,243.14,0,38.9,282.04,SOSHA1005000209,Invoice,Invoiced,21/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000215,7880336,CT0010043379,SHA1001,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000028,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000218,7880336,CT0010043301,SHA1001,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000033,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000220,7880336,CT0010045044,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000044,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000222,7880336,CT0010045079,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000046,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000225,7880336,CT0010045073,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000049,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000226,7880336,CT0010045023,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000050,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000228,7880336,CT0010045030,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000052,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000238,7880336,CT0010044640,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000028,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000240,7880336,CT0010044653,SHA1004,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000030,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000253,7880336,CT0010043428,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1005000027,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000257,7880336,CT0010043441,SHA1005,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1005000023,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000258,7880336,CT0010046200,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1006000067,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000266,7880336,CT0010046206,SHA1006,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1006000070,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000288,7880336,CT0010047418,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000060,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000292,7880336,CT0010047432,SHA1002,3,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000061,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000298,7880336,CT0010047440,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000070,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000301,7880336,CT0010047444,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000073,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000304,7880336,CT0010047445,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000076,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000305,7880336,CT0010047415,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000077,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000309,7880336,CT0010047458,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000081,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000316,7880336,CT0010041539,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000069,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000317,7880336,CT0010041617,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000070,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000318,7880336,CT0010041521,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000072,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000319,7880336,CT0010041616,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000073,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000321,7880336,CT0010041526,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000075,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000337,7880336,CT0010044938,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000044,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000342,7880336,CT0010044956,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000050,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000343,7880336,CT0010044946,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000051,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000369,7880336,CT0010043511,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1006000099,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000372,7880336,CT0010046960,SHA1007,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1007000045,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000378,7880336,CT0010046627,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1007000051,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000386,7880336,CT0010046770,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000058,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000393,7880336,CT0010046673,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000066,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000396,7880336,CT0010046674,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000072,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000397,7880336,CT0010046667,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000073,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000398,7880336,CT0010046669,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000074,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000399,7880336,CT0010046777,SHA1001,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1001000075,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000409,7880336,CT0010047048,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000095,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000411,7880336,CT0010047005,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000097,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000419,7880336,CT0010042448,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000085,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000420,7880336,CT0010041859,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000086,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000422,7880336,CT0010046243,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000055,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000423,7880336,CT0010045831,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000056,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000425,7880336,CT0010046322,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000060,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000447,7880336,CT0010047480,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1005000043,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000481,7880336,CT0010047230,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1007000064,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000484,7880336,CT0010047145,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1007000067,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000496,7880336,CT0010046883,SHA1007,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1007000079,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000513,7880336,CT0010045003,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000099,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000514,7880336,CT0010045000,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000100,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000523,7880336,CT0010044975,SHA1002,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1002000109,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000528,7880336,CT0010041895,SHA1003,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000094,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000529,7880336,CT0010041891,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000095,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000531,7880336,CT0010041894,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000097,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000534,7880336,CT0010043850,SHA1003,3,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000100,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000535,7880336,CT0010043893,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000101,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000538,7880336,CT0010041893,SHA1003,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1003000104,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000540,7880336,CT0010044349,SHA1004,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000075,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000541,7880336,CT0010044336,SHA1004,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000077,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000550,7880336,CT0010045969,SHA1004,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1004000084,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000551,7880336,CT0010045240,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1005000058,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000552,7880336,CT0010045326,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,12,0,3218.39,22.35,268.2,289.68,24.14,0,0,24.14,244.06,0,39.05,283.11,SOSHA1005000059,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
